Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Houston Police Dept,MS,12,2079,5,0,0,0,5,146,15,128,3,240.5,.0,.0,.0,240.5,7022.6,721.5,6156.8,144.3
Howard County Sheriff Department,MS,12,,6,0,1,0,5,38,11,24,3,,,,,,,,,
Howardville Police Dept,MS,12,381,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Howell County Sheriff Office,MS,12,,33,1,0,1,31,377,123,222,32,,,,,,,,,
Humansville Police Dept,MS,12,1051,2,0,0,0,2,9,1,7,1,190.3,.0,.0,.0,190.3,856.3,95.1,666.0,95.1
Huntsville Police Dept,MS,12,1564,7,0,0,0,7,28,9,19,0,447.6,.0,.0,.0,447.6,1790.3,575.4,1214.8,.0
Iberia Police Dept,MS,12,737,0,0,0,0,0,2,1,1,0,.0,.0,.0,.0,.0,271.4,135.7,135.7,.0
Imperial Police Dept,MS,12,2110,2,0,1,0,1,11,0,11,0,94.8,.0,47.4,.0,47.4,521.3,.0,521.3,.0
Independence Police Dept,MS,12,117433,537,5,43,127,362,7152,1253,5116,783,457.3,4.3,36.6,108.1,308.3,6090.3,1067.0,4356.5,666.8
Indianola Police Dept,MS,12,10641,99,2,5,26,66,808,266,538,4,930.4,18.8,47.0,244.3,620.2,7593.3,2499.8,5055.9,37.6
Iron County Sheriff Department,MS,12,,45,1,1,3,40,62,29,25,8,,,,,,,,,
Iron Mountain Lake Police Dept,MS,12,741,2,1,0,0,1,3,0,3,0,269.9,135.0,.0,.0,135.0,404.9,.0,404.9,.0
Ironton Police Dept,MS,12,1467,0,0,0,0,0,32,7,23,2,.0,.0,.0,.0,.0,2181.3,477.2,1567.8,136.3
Itawamba County Sheriff Office,MS,12,,28,1,2,0,25,226,69,143,14,,,,,,,,,
Itta Bena Police Dept,MS,12,2022,11,1,1,4,5,237,159,77,1,544.0,49.5,49.5,197.8,247.3,11721.1,7863.5,3808.1,49.5
Iuka Police Dept,MS,12,3037,12,0,4,1,7,104,43,55,6,395.1,.0,131.7,32.9,230.5,3424.4,1415.9,1811.0,197.6
Jackson County Sheriff Office,MS,12,,56,1,2,5,48,605,203,351,51,,,,,,,,,
Jackson Police Dept,MS,12,13964,27,0,2,0,25,338,69,257,12,193.4,.0,14.3,.0,179.0,2420.5,494.1,1840.4,85.9
Jackson County Sheriff Department,MS,12,,132,1,24,20,87,1618,519,976,123,,,,,,,,,
Jackson Police Dept,MS,12,175939,1668,63,135,799,671,11568,4124,6308,1136,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7
Jasper County Sheriff Department,MS,12,,172,0,9,3,160,753,271,415,67,,,,,,,,,
Jasper Police Dept,MS,12,942,3,0,0,0,3,18,5,12,1,318.5,.0,.0,.0,318.5,1910.8,530.8,1273.9,106.2
Jefferson County Sheriff Department,MS,12,,303,5,23,12,263,2498,456,1844,198,,,,,,,,,
Jefferson County Sheriff Department,MS,12,,22,0,1,0,21,42,12,30,0,,,,,,,,,
Jefferson County Sheriff Office,MS,12,,11,0,0,0,11,90,13,71,6,,,,,,,,,
Jefferson County Sheriff Department,MS,12,,0,0,0,0,0,48,15,31,2,,,,,,,,,
Jefferson City Police Dept,MS,12,43413,261,2,12,39,208,1586,235,1311,40,601.2,4.6,27.6,89.8,479.1,3653.3,541.3,3019.8,92.1
Jefferson Davis County Sheriff Department,MS,8,,51,3,1,2,45,180,137,32,11,,,,,,,,,
Jennings Police Dept,MS,12,14735,144,3,2,34,105,903,307,465,131,977.3,20.4,13.6,230.7,712.6,6128.3,2083.5,3155.8,889.0
Johnson County Sheriff Department,MS,12,,17,1,1,0,15,393,124,246,23,,,,,,,,,
Johnson County Sheriff Office,MS,10,,2,0,0,0,2,20,1,17,2,,,,,,,,,
Joliet Police Dept,MS,12,597,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Jones County Sheriff Office,MS,10,,80,1,18,12,49,710,294,416,0,,,,,,,,,
Jonesburg Police Dept,MS,12,771,3,0,2,1,0,29,6,23,0,389.1,.0,259.4,129.7,.0,3761.3,778.2,2983.1,.0
Joplin Police Dept,MS,12,50654,288,2,27,70,189,3838,653,2920,265,568.6,3.9,53.3,138.2,373.1,7576.9,1289.1,5764.6,523.2
Judith Basin County Sheriff Office,MS,12,,3,0,1,0,2,4,0,1,3,,,,,,,,,
Kahoka Police Dept,MS,12,2048,4,0,0,0,4,15,0,13,2,195.3,.0,.0,.0,195.3,732.4,.0,634.8,97.7
Kalispell Police Dept,MS,12,20147,69,1,17,7,44,894,90,770,34,342.5,5.0,84.4,34.7,218.4,4437.4,446.7,3821.9,168.8
Kansas City Police Dept,MS,12,464073,5862,105,246,1647,3864,25642,6964,15088,3590,1263.2,22.6,53.0,354.9,832.6,5525.4,1500.6,3251.2,773.6
Kearney Police Dept,MS,12,8520,3,1,0,1,1,176,18,150,8,35.2,11.7,.0,11.7,11.7,2065.7,211.3,1760.6,93.9
Kearney County Sheriff Department,MS,12,,4,0,0,0,4,83,12,68,3,,,,,,,,,
Kemper County Sheriff Department,MS,12,,4,0,1,0,3,45,28,13,4,,,,,,,,,
Kennett Police Dept,MS,12,10960,26,0,1,9,16,656,153,479,24,237.2,.0,9.1,82.1,146.0,5985.4,1396.0,4370.4,219.0
Kemberling City Police Dept,MS,12,2411,2,0,0,0,2,35,8,26,1,83.0,.0,.0,.0,83.0,1451.7,331.8,1078.4,41.5
Kimmswick Police Dept,MS,12,157,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
King City Police Dept,MS,12,1021,0,0,0,0,0,9,5,1,3,.0,.0,.0,.0,.0,881.5,489.7,97.9,293.8
Kinloch City Police Dept,MS,12,299,8,1,0,1,6,9,5,2,2,2675.6,334.4,.0,334.4,2006.7,3010.0,1672.2,668.9,668.9
Kirksville Police Dept,MS,12,17502,50,0,1,2,47,507,88,411,8,285.7,.0,5.7,11.4,268.5,2896.8,502.8,2348.3,45.7
Kirkwood Police Dept,MS,12,27586,34,0,2,2,30,535,54,472,9,123.3,.0,7.3,7.3,108.8,1939.4,195.8,1711.0,32.6
Knob Noster Police Dept,MS,12,2760,6,0,1,1,4,87,18,68,1,217.4,.0,36.2,36.2,144.9,3152.2,652.2,2463.8,36.2
Knox County Sheriff Department,MS,12,,0,0,0,0,0,38,15,23,0,,,,,,,,,
Kosciusko Police Dept,MS,12,7381,18,1,0,4,13,137,57,80,0,243.9,13.5,.0,54.2,176.1,1856.1,772.3,1083.9,.0
Lagrange Police Dept,MS,12,927,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
La Monte Police Dept,MS,12,1141,2,0,0,0,2,10,2,8,0,175.3,.0,.0,.0,175.3,876.4,175.3,701.1,.0
La Plata Police Dept,MS,12,1372,0,0,0,0,0,7,2,5,0,.0,.0,.0,.0,.0,510.2,145.8,364.4,.0
Laclede County Sheriff Office,MS,12,,85,1,4,0,80,274,71,182,21,,,,,,,,,
Ladue Police Dept,MS,12,8536,5,0,0,1,4,126,21,104,1,58.6,.0,.0,11.7,46.9,1476.1,246.0,1218.4,11.7
Lafayette County Sheriff Department,MS,12,,12,1,1,0,10,184,57,111,16,,,,,,,,,
Lake County Sheriff Office,MS,12,,60,0,7,0,53,343,93,201,49,,,,,,,,,
Lake Lafayette Police Dept,MS,6,326,0,0,0,0,0,3,2,1,0,,,,,,,,,
Lake Lotawana Police Dept,MS,11,1950,1,0,0,0,1,29,6,22,1,,,,,,,,,
Lake Ozark Police Dept,MS,12,1589,10,0,0,0,10,60,18,42,0,629.3,.0,.0,.0,629.3,3776.0,1132.8,2643.2,.0
Lake St Louis Police Dept,MS,12,14764,15,0,1,3,11,319,22,291,6,101.6,.0,6.8,20.3,74.5,2160.7,149.0,1971.0,40.6
Lake Tapawingo Police Dept,MS,12,733,0,0,0,0,0,5,1,4,0,.0,.0,.0,.0,.0,682.1,136.4,545.7,.0
Lake Waukomis Police Dept,MS,12,888,1,0,1,0,0,12,0,12,0,112.6,.0,112.6,.0,.0,1351.4,.0,1351.4,.0
Lake Winnebago Police Dept,MS,12,1141,1,0,0,0,1,5,3,2,0,87.6,.0,.0,.0,87.6,438.2,262.9,175.3,.0
Lakeshire Police Dept,MS,12,1434,2,0,0,0,2,16,9,7,0,139.5,.0,.0,.0,139.5,1115.8,627.6,488.1,.0
Lamar Police Dept,MS,12,4512,10,1,5,0,4,158,30,118,10,221.6,22.2,110.8,.0,88.7,3501.8,664.9,2615.2,221.6
Lamar County Sheriff Office,MS,10,,14,0,4,3,7,608,348,250,10,,,,,,,,,
Lanagan Police Dept,MS,10,422,1,0,0,1,0,0,0,0,0,,,,,,,,,
Lathrop Police Dept,MS,12,2094,8,0,2,0,6,27,10,17,0,382.0,.0,95.5,.0,286.5,1289.4,477.6,811.8,.0
Lauderdale County Sheriff Department,MS,12,,41,2,9,10,20,612,330,242,40,,,,,,,,,
Laurel Police Dept,MS,12,18665,61,0,3,28,30,959,325,608,26,326.8,.0,16.1,150.0,160.7,5138.0,1741.2,3257.4,139.3
Laurel City Police Dept,MS,12,6861,11,0,1,0,10,185,17,152,16,160.3,.0,14.6,.0,145.8,2696.4,247.8,2215.4,233.2
Laurie Police Dept,MS,12,943,3,0,0,0,3,27,9,17,1,318.1,.0,.0,.0,318.1,2863.2,954.4,1802.8,106.0
Lawrence County Sheriff Office,MS,12,,64,1,1,1,61,477,211,237,29,,,,,,,,,
Lawson Police Dept,MS,12,2454,5,0,3,0,2,82,15,65,2,203.7,.0,122.2,.0,81.5,3341.5,611.2,2648.7,81.5
Leadington Police Dept,MS,12,424,1,0,1,0,0,2,0,1,1,235.8,.0,235.8,.0,.0,471.7,.0,235.8,235.8
Leadwood Police Dept,MS,12,1289,21,0,1,0,20,33,10,21,2,1629.2,.0,77.6,.0,1551.6,2560.1,775.8,1629.2,155.2
Leakesville Police Dept,MS,12,894,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Lebanon Police Dept,MS,12,14527,70,0,2,5,63,699,86,592,21,481.9,.0,13.8,34.4,433.7,4811.7,592.0,4075.2,144.6
Lee County Sheriff Department,MS,12,,46,0,3,7,36,652,243,383,26,,,,,,,,,
Lees Summit Police Dept,MS,12,91840,109,0,13,24,72,2127,263,1756,108,118.7,.0,14.2,26.1,78.4,2316.0,286.4,1912.0,117.6
Leflore County Sheriff Department,MS,12,,89,0,0,6,83,433,156,252,25,,,,,,,,,
Leland Police Dept,MS,12,4427,14,0,0,3,11,158,86,72,0,316.2,.0,.0,67.8,248.5,3569.0,1942.6,1626.4,.0
Lewis County Sheriff Office,MS,12,,2,0,1,1,0,57,26,24,7,,,,,,,,,
Lewis & Clark County Sheriff Office,MS,12,,59,3,12,2,42,366,79,258,29,,,,,,,,,
Lewistown Police Dept,MS,12,5899,17,0,3,0,14,81,5,69,7,288.2,.0,50.9,.0,237.3,1373.1,84.8,1169.7,118.7
Lexington Police Dept,MS,11,4711,6,0,0,0,6,133,31,96,6,,,,,,,,,
Lexington Police Dept,MS,12,1699,12,1,0,0,11,22,15,5,2,706.3,58.9,.0,.0,647.4,1294.9,882.9,294.3,117.7
Libby Police Dept,MS,12,2630,4,0,0,0,4,65,7,55,3,152.1,.0,.0,.0,152.1,2471.5,266.2,2091.3,114.1
Liberal Police Dept,MS,12,755,0,0,0,0,0,6,3,3,0,.0,.0,.0,.0,.0,794.7,397.4,397.4,.0
Liberty Police Dept,MS,12,29613,57,0,9,7,41,589,113,400,76,192.5,.0,30.4,23.6,138.5,1989.0,381.6,1350.8,256.6
Licking Police Dept,MS,12,3126,4,0,0,0,4,97,7,87,3,128.0,.0,.0,.0,128.0,3103.0,223.9,2783.1,96.0
Lincoln County Sheriff Department,MS,12,,57,0,0,0,57,297,123,151,23,,,,,,,,,
Lincoln Police Dept,MS,12,1196,0,0,0,0,0,18,6,11,1,.0,.0,.0,.0,.0,1505.0,501.7,919.7,83.6
Lincoln County Sheriff Department,MS,12,,22,1,5,1,15,337,96,230,11,,,,,,,,,
Lincoln County Sheriff Office,MS,12,,36,3,1,0,32,123,30,88,5,,,,,,,,,
Linn County Sheriff Office,MS,12,,6,0,0,0,6,73,35,35,3,,,,,,,,,
Linn Police Dept,MS,12,1466,4,0,0,0,4,25,9,15,1,272.9,.0,.0,.0,272.9,1705.3,613.9,1023.2,68.2
Linn Creek Police Dept,MS,12,242,1,0,0,0,1,2,1,1,0,413.2,.0,.0,.0,413.2,826.4,413.2,413.2,.0
Livingston County Sheriff Office,MS,12,,3,0,0,0,3,51,21,29,1,,,,,,,,,
Livingston Police Dept,MS,12,7017,24,0,3,1,20,142,15,118,9,342.0,.0,42.8,14.3,285.0,2023.7,213.8,1681.6,128.3
Lockwood Police Dept,MS,5,930,1,0,0,0,1,3,0,3,0,,,,,,,,,
Lone Jack Police Dept,MS,12,1055,0,0,0,0,0,22,4,17,1,.0,.0,.0,.0,.0,2085.3,379.1,1611.4,94.8
Long Beach Police Dept,MS,12,15143,5,0,1,1,3,325,69,246,10,33.0,.0,6.6,6.6,19.8,2146.2,455.7,1624.5,66.0
Louisville Police Dept,MS,12,6599,14,0,1,4,9,84,29,53,2,212.2,.0,15.2,60.6,136.4,1272.9,439.5,803.2,30.3
Lowndes County Sheriff Office,MS,11,,48,0,3,3,42,466,242,209,15,,,,,,,,,
Lowry City Police Dept,MS,12,632,0,0,0,0,0,2,2,0,0,.0,.0,.0,.0,.0,316.5,316.5,.0,.0
Lucedale Police Dept,MS,12,2962,4,0,0,1,3,69,9,58,2,135.0,.0,.0,33.8,101.3,2329.5,303.8,1958.1,67.5
Macon City Police Dept,MS,12,5490,22,0,0,0,22,222,50,162,10,400.7,.0,.0,.0,400.7,4043.7,910.7,2950.8,182.1
Macon County Sheriff Department,MS,12,,18,0,1,0,17,126,59,65,2,,,,,,,,,
Macon Police Dept,MS,4,2725,0,0,0,0,0,32,2,30,0,,,,,,,,,
Madison County Sheriff Department,MS,12,,8,0,0,0,8,52,12,34,6,,,,,,,,,
Madison County Sheriff Office,MS,12,,34,1,6,3,24,405,150,228,27,,,,,,,,,
Madison Police Dept,MS,12,24648,14,0,0,3,11,212,8,202,2,56.8,.0,.0,12.2,44.6,860.1,32.5,819.5,8.1
Madison County Sheriff Department,MS,12,,4,0,0,0,4,48,4,42,2,,,,,,,,,
Magee City Police Dept,MS,8,4389,7,0,0,1,6,56,21,30,5,,,,,,,,,
Malden Police Dept,MS,12,4285,8,0,0,1,7,75,27,44,4,186.7,.0,.0,23.3,163.4,1750.3,630.1,1026.8,93.3
Manchester Police Dept,MS,12,18124,9,0,1,1,7,333,40,283,10,49.7,.0,5.5,5.5,38.6,1837.3,220.7,1561.5,55.2
Manhattan Police Dept,MS,12,1564,0,0,0,0,0,18,3,14,1,.0,.0,.0,.0,.0,1150.9,191.8,895.1,63.9
Mansfield Police Dept,MS,12,1292,3,1,1,0,1,72,15,57,0,232.2,77.4,77.4,.0,77.4,5572.8,1161.0,4411.8,.0
Maplewood Police Dept,MS,12,8059,32,1,2,10,19,587,40,528,19,397.1,12.4,24.8,124.1,235.8,7283.8,496.3,6551.7,235.8
Marble Hill Police Dept,MS,12,1479,5,0,1,0,4,46,9,37,0,338.1,.0,67.6,.0,270.5,3110.2,608.5,2501.7,.0
Marceline City Police Dept,MS,12,2202,20,1,2,0,17,58,14,41,3,908.3,45.4,90.8,.0,772.0,2634.0,635.8,1861.9,136.2
Maries County Sheriff Office,MS,12,,15,0,2,1,12,84,33,46,5,,,,,,,,,
Marion County Sheriff Office,MS,12,,8,1,0,0,7,199,27,161,11,,,,,,,,,
Marion County Sheriff Department,MS,12,,26,1,5,5,15,361,179,161,21,,,,,,,,,
Marshfield Police Dept,MS,12,6690,38,0,1,1,36,278,36,233,9,568.0,.0,14.9,14.9,538.1,4155.5,538.1,3482.8,134.5
Marston Police Dept,MS,10,499,0,0,0,0,0,6,0,6,0,,,,,,,,,
Marthasville Police Dept,MS,12,1139,0,0,0,0,0,4,0,4,0,.0,.0,.0,.0,.0,351.2,.0,351.2,.0
Martinsburg Police Dept,MS,12,305,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Maryland Heights Police Dept,MS,12,27518,58,0,5,11,42,592,74,489,29,210.8,.0,18.2,40.0,152.6,2151.3,268.9,1777.0,105.4
Maryville Public Safety Dept,MS,12,12039,12,1,0,2,9,216,27,183,6,99.7,8.3,.0,16.6,74.8,1794.2,224.3,1520.1,49.8
