"","location","City","State","B01001_001","B19013_001","B01001A_001","B01001B_001","B15002_003","B15002_004","B15002_005","B15002_006","B15002_007","B15002_008","B15002_009","B15002_010","B15002_011","B15002_012","B15002_013","B15002_014","B15002_015","B15002_016","B15002_017","B15002_018"
"2768","Los Angeles, CA, USA","Los Angeles","CA",124222,37271,71230,476,1886,2594,5332,1893,2379,1265,1591,2117,8828,1217,3129,1187,1341,232,84,11
"2769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","St. Joseph, MO, USA","St. Joseph","MO",76447,40962,67355,3827,283,68,266,598,509,882,771,397,9560,1678,3757,1180,2791,949,497,284
"3718","San Francisco Bay Area, CA, USA","San Francisco Bay Area","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3719","San Jose Unified, CA, USA","San Jose Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720","Lancaster, PA, USA","Lancaster","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3721","San Ramon Valley Boulevard, CA, USA","San Ramon Valley Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3722","Bayshore Freeway, CA, USA","Bayshore Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777","Novato, CA, USA","Novato","CA",51206,78628,39335,1456,149,73,199,244,173,69,136,595,2888,1074,2940,1310,4906,1898,621,336
"3726","Merced, CA, USA","Merced","CA",78111,37025,43792,5273,1049,518,1148,584,540,419,695,860,4451,1279,3680,1731,2062,752,299,127
"3727","North Sacramento, Sacramento, CA, USA","North Sacramento","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781","West Hollywood, CA, USA","West Hollywood","CA",34564,52303,29169,633,195,73,5,19,20,68,131,137,2232,631,3014,887,6976,1728,1191,302
"3730","Walnut Creek, California, USA","Walnut Creek","California",64168,84722,51766,1507,140,18,197,72,29,104,52,158,1847,953,2924,1343,8067,3848,1583,1009
"3731","Newark, NJ, USA","Newark","NJ",2401,54432,1179,55,9,22,44,57,4,22,33,39,241,27,107,18,128,11,0,0
"3732","Salinas, CA, USA","Salinas","CA",148780,50568,102123,2488,2086,2608,6214,1520,1792,1138,1322,1125,8875,2164,5098,2747,3489,857,355,237
"3733","Costa Mesa Freeway, CA, USA","Costa Mesa Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3735","Hollywood, Los Angeles, CA, USA","Hollywood","CA",34564,52303,29169,633,195,73,5,19,20,68,131,137,2232,631,3014,887,6976,1728,1191,302
"3737","Los Angeles Unified, CA, USA","Los Angeles Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3738","San Diego, CA, USA","San Diego","CA",21495,89604,17704,1103,30,24,69,16,93,69,79,89,1133,413,1580,766,1685,834,273,214
"2789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","Montague Expressway, CA, USA","Montague Expressway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3741","San Ramon Valley Boulevard, CA, USA","San Ramon Valley Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793","San Bernardino City Unified, CA, USA","San Bernardino City Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3744","Newport-mesa Unified, CA, USA","Newport-mesa Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3745","Oxnard, CA, USA","Oxnard","CA",194972,60191,116337,6290,2353,2823,6231,1680,2706,1697,2021,1649,11795,2909,8326,3944,5674,2066,649,304
"3746","North Scottsdale Road, Tempe, AZ, USA","North Scottsdale Road","AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","Fresno, CA, USA","Fresno","CA",489922,43440,264601,36614,5248,3651,7508,4056,3400,3572,4714,4073,31355,7881,23548,9431,18205,4717,2650,1409
"3750","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","Oregon, USA","Oregon","Oregon",3801991,49850,3245856,68155,10730,9233,18009,19268,17701,23952,27751,24440,313993,96024,224420,99116,233086,87117,31059,21413
"3753","Portland, OR, USA","Portland","OR",576543,50177,446191,36588,1817,1302,2414,2516,2407,3064,3218,3921,39887,12343,33634,12620,50956,18608,8588,4505
"3754","West Valley, San Jose, CA, USA","West Valley","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3755","Lathrop, CA, USA","Lathrop","CA",17488,64732,8989,1017,140,103,271,119,59,154,207,137,1359,390,946,375,663,50,49,13
"3756","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3757","La Crescenta Avenue, Glendale, CA, USA","La Crescenta Avenue","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3758","Southern Pines, NC, USA","Southern Pines","NC",12244,43650,8405,3306,59,17,148,34,112,47,0,123,839,279,460,251,896,372,257,111
"3759","Fresno, CA, USA","Fresno","CA",489922,43440,264601,36614,5248,3651,7508,4056,3400,3572,4714,4073,31355,7881,23548,9431,18205,4717,2650,1409
"3761","Antioch Unified, CA, USA","Antioch Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3762","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3763","Costa Mesa, CA, USA","Costa Mesa","CA",109796,65471,77493,1436,532,445,1239,406,884,425,513,1039,6921,1817,6754,3384,9167,2613,822,400
"3764","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"3765","Van Nuys, Los Angeles, CA, USA","Van Nuys","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3766","Chico, CA, USA","Chico","CA",85605,41632,70227,1642,319,114,143,328,155,301,458,446,3929,2000,4394,2027,5306,1498,572,509
"3767","Las Vegas, NV, USA","Las Vegas","NV",584413,54174,411006,64496,2111,2348,6318,4296,5097,4149,5390,5239,54869,12296,33424,12050,26685,8770,3856,1870
"3768","North Coast Highway, OR, USA","North Coast Highway","OR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","Lawrence Expressway, Santa Clara, CA, USA","Lawrence Expressway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772","Daly City, CA, USA","Daly City","CA",100556,75399,27173,2972,705,452,882,444,310,483,349,938,7747,1790,6374,3187,8413,1591,513,144
"3773","Bakersfield, CA, USA","Bakersfield","CA",339761,54656,213665,27914,1987,1984,3637,2066,2214,2258,3450,3655,24585,6586,16297,6975,11709,4088,1927,859
"3774","Lathrop, CA, USA","Lathrop","CA",17488,64732,8989,1017,140,103,271,119,59,154,207,137,1359,390,946,375,663,50,49,13
"3775","San Bernardino, CA, USA","San Bernardino","CA",210100,40161,94041,31257,1857,1332,3124,1638,2570,2092,3091,2793,16344,3525,7392,3891,4393,1464,451,290
"3776","Fullerton, CA, USA","Fullerton","CA",134079,69432,71852,4081,678,485,1445,514,761,525,718,764,7450,2010,6933,2892,10417,3163,1624,940
"3777","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"3778","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3779","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"2827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3782","San Pablo Avenue, CA, USA","San Pablo Avenue","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3783","Modesto, CA, USA","Modesto","CA",201886,49852,150589,7928,1386,1039,1942,1742,1351,1094,2510,1978,15950,4254,10321,3647,6914,2785,1257,300
"3784","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3787","Santa Clara Unified, CA, USA","Santa Clara Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3788","Phoenix, AZ, USA","Phoenix","AZ",1455565,48596,1130614,92416,6633,7056,19072,13656,11692,11223,11163,11829,106494,26413,72905,29125,74474,25357,9621,4324
"3789","California 99, Manteca, CA, USA","California 99","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790","Union Pacific Railroad, CA, USA","Union Pacific Railroad","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","Alum Rock, San Jose, CA, USA","Alum Rock","CA",11814,62884,7146,236,219,48,183,156,131,128,191,196,1125,110,462,248,393,82,27,20
"3792","Harbor Boulevard, West Sacramento, CA, USA","Harbor Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793","Turlock, CA, USA","Turlock","CA",67953,50862,53095,1373,748,341,900,330,372,525,637,750,5351,1181,2890,1415,3126,864,347,303
"2839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","San Francisco Peninsula, California, USA","San Francisco Peninsula","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","Redlands, CA, USA","Redlands","CA",68995,68015,48020,3646,402,137,255,156,80,294,377,391,3835,1473,3564,1765,3680,2169,1101,715
"3800","SSF Centennial Trail, CA, USA","SSF Centennial Trail","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801","Buena Park Elementary, CA, USA","Buena Park Elementary","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845","Santa Barbara, CA, USA","Santa Barbara","CA",88192,63401,65991,1688,461,674,1471,481,607,411,416,313,4506,1225,4827,1849,7255,2690,1220,1603
"3804","Santa Monica, CA, USA","Santa Monica","CA",89153,71400,69434,3374,171,52,111,251,226,169,122,452,3012,1023,3843,1645,11908,5561,3200,1376
"3806","Pleasant Hill Road, CA, USA","Pleasant Hill Road","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"3809","San Francisco Bay, California, USA","San Francisco Bay","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"2854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","Irvine, CA, USA","Irvine","CA",205057,92599,110171,3750,214,21,180,191,101,167,246,460,5094,1701,6749,3766,23246,12226,4403,3712
"2856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","Los Angeles, CA, USA","Los Angeles","CA",124222,37271,71230,476,1886,2594,5332,1893,2379,1265,1591,2117,8828,1217,3129,1187,1341,232,84,11
"3819","Phoenix, AZ, USA","Phoenix","AZ",1455565,48596,1130614,92416,6633,7056,19072,13656,11692,11223,11163,11829,106494,26413,72905,29125,74474,25357,9621,4324
"3821","Twin Falls, ID, USA","Twin Falls","ID",43287,41124,39324,243,329,126,264,284,250,224,287,366,3654,989,2279,1330,1745,399,109,99
"3822","Belmont, CA, USA","Belmont","CA",25568,100417,17038,639,26,14,69,109,36,12,40,82,1068,313,1531,489,2911,1454,310,476
"3824","Berkeley, CA, USA","Berkeley","CA",111008,60908,68230,10310,187,71,251,143,209,285,343,181,3023,706,3911,1257,10415,6300,2556,4048
"2863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","Roseville, CA, USA","Roseville","CA",116613,75245,94901,1944,174,177,439,115,297,215,413,671,6325,2942,6408,4234,8743,3230,1077,588
"3828","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"3829","Finger Lakes, New York, USA","Finger Lakes","New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3830","Visalia, CA, USA","Visalia","CA",121882,54019,98211,2755,1164,808,1048,535,608,851,1143,928,8309,2574,6723,3091,4554,1439,843,298
"3831","Santa Rosa, CA, USA","Santa Rosa","CA",164976,60850,128974,3809,1025,636,2111,916,845,991,1420,1392,11200,2849,9844,3806,9888,3478,1623,727
"3832","Fremont Unified, CA, USA","Fremont Unified","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833","Lake Forest Drive, Lake Forest, CA, USA","Lake Forest Drive","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"2873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","Merced, CA, USA","Merced","CA",78111,37025,43792,5273,1049,518,1148,584,540,419,695,860,4451,1279,3680,1731,2062,752,299,127
"3839","Temecula, CA, USA","Temecula","CA",98189,76276,70886,3678,283,202,191,312,320,260,454,442,5375,2590,5303,2347,5904,2107,445,503
"3840","Whittier, CA, USA","Whittier","CA",58012,64824,30091,440,470,371,1026,496,648,410,788,1061,4865,917,2666,1208,1541,440,82,67
"3841","North San Jose, San Jose, CA, USA","North San Jose","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842","Southern, IL, USA","Southern","IL",1814,43323,1757,20,0,3,2,17,5,0,9,6,206,37,164,27,76,12,0,0
"3843","San Diego, CA, USA","San Diego","CA",21495,89604,17704,1103,30,24,69,16,93,69,79,89,1133,413,1580,766,1685,834,273,214
"3844","Reno, NV, USA","Reno","NV",223558,49700,176883,7284,695,709,1407,1259,1763,1278,1957,1507,17532,4109,14000,4964,13043,4293,2166,1293
"3845","Downtown, Long Beach, CA, USA","Downtown","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3846","California, USA","California","California",36969200,61632,22860341,2252129,243288,214702,486253,235044,262942,214373,290957,316667,2464139,637004,1837959,816783,2216682,842685,313017,217408
"3848","Saratoga Avenue, CA, USA","Saratoga Avenue","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","Mountain View, CA, USA","Mountain View","CA",2032,46660,1823,46,0,0,0,0,0,79,82,54,203,85,207,64,53,19,0,0
"3854","Midtown, Sacramento, CA, USA","Midtown","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3857","Modesto, CA, USA","Modesto","CA",201886,49852,150589,7928,1386,1039,1942,1742,1351,1094,2510,1978,15950,4254,10321,3647,6914,2785,1257,300
"2890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"3861","Ontonagon, MI, USA","Ontonagon","MI",1518,32824,1417,48,9,2,8,6,11,14,26,6,216,41,111,43,64,9,3,11
"2893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"3865","Glendale, CA, USA","Glendale","CA",192069,54087,142613,3347,1202,946,1696,1208,652,1294,742,1493,13261,2410,9340,4931,16735,5177,2715,1112
"3866","Modesto, CA, USA","Modesto","CA",201886,49852,150589,7928,1386,1039,1942,1742,1351,1094,2510,1978,15950,4254,10321,3647,6914,2785,1257,300
"3867","San Jose, CA, USA","San Jose","CA",939688,80764,447759,28485,6156,3837,11227,5520,5615,6028,5627,7425,57625,13298,43884,23334,67999,34718,5678,7535
"3868","North Sacramento, Sacramento, CA, USA","North Sacramento","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870","South Bay Freeway, Milpitas, CA, USA","South Bay Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3871","Sacramento, CA, USA","Sacramento","CA",463537,50781,228608,64409,4244,1906,3687,3536,2167,3026,3365,4047,29974,9029,23290,10953,26639,8432,4310,2008
"3872","Midway City, CA, USA","Midway City","CA",8052,46714,2838,13,63,76,176,90,57,207,102,123,571,135,357,191,437,57,50,8
"3873","Reno, NV, USA","Reno","NV",223558,49700,176883,7284,695,709,1407,1259,1763,1278,1957,1507,17532,4109,14000,4964,13043,4293,2166,1293
"2903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","North Carolina, USA","North Carolina","North Carolina",9418736,46291,6560948,2016228,37124,27673,55436,81171,84513,101311,89443,44990,844747,175109,425355,212020,508258,168821,57277,43868
"3878","Sherman Oaks, Los Angeles, CA, USA","Sherman Oaks","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","Santa Cruz, CA, USA","Santa Cruz","CA",59022,63110,48278,1402,122,144,285,97,256,464,169,232,2330,809,2780,980,4738,2123,607,928
"3881","Pittsburg, CA, USA","Pittsburg","CA",62528,57965,25397,11126,371,462,971,363,637,363,382,484,5760,1065,2908,1472,2129,562,178,11
"3882","San Francisco Peninsula, California, USA","San Francisco Peninsula","California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3883","North Highlands, CA, USA","North Highlands","CA",42888,41774,26590,6131,215,98,290,275,259,245,308,456,3359,691,2729,1349,1004,240,90,24
"2912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","San Francisco Bay Trail, CA, USA","San Francisco Bay Trail","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3888","San Ramon Valley Boulevard, CA, USA","San Ramon Valley Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3889","Vallejo, CA, USA","Vallejo","CA",116021,62325,42057,24338,528,218,1128,454,481,534,820,996,9396,3058,6360,3499,6094,1340,544,367
"2917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919","Manhattan Beach Boulevard, CA, USA","Manhattan Beach Boulevard","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3893","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"3894","Santa Monica, CA, USA","Santa Monica","CA",89153,71400,69434,3374,171,52,111,251,226,169,122,452,3012,1023,3843,1645,11908,5561,3200,1376
"3895","Federal Way, WA, USA","Federal Way","WA",88787,55846,55501,8352,222,67,504,324,740,364,505,782,6952,2409,5350,2390,5330,1743,286,215
"3896","Milpitas, CA, USA","Milpitas","CA",66038,94589,14415,2329,263,157,310,187,343,250,647,533,4542,1149,2893,2169,6014,2942,171,492
"3897","Scottsdale, AZ, USA","Scottsdale","AZ",219311,71816,199376,3508,212,133,420,468,404,569,352,927,9544,3651,11014,4308,26808,10754,5549,2372
"3898","San Francisco, CA, USA","San Francisco","CA",797983,72947,408857,49260,5397,3421,7303,5805,4528,4301,3433,6245,45879,9877,37875,17059,97570,40568,15911,8783
"2926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","Southern Maryland, MD, USA","Southern Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","Glendale Freeway, CA, USA","Glendale Freeway","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3904","Turlock, CA, USA","Turlock","CA",67953,50862,53095,1373,748,341,900,330,372,525,637,750,5351,1181,2890,1415,3126,864,347,303
"3907","Portland, OR, USA","Portland","OR",576543,50177,446191,36588,1817,1302,2414,2516,2407,3064,3218,3921,39887,12343,33634,12620,50956,18608,8588,4505
"2932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","Santa Cruz, CA, USA","Santa Cruz","CA",59022,63110,48278,1402,122,144,285,97,256,464,169,232,2330,809,2780,980,4738,2123,607,928
"3912","Oakland, CA, USA","Oakland","CA",389397,51144,151984,109252,3608,2513,6326,3018,3487,2470,2643,3167,24599,4476,19458,6435,26261,11483,4061,3344
"2935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","Elk Grove, CA, USA","Elk Grove","CA",146537,78564,64921,16330,724,578,698,336,264,376,535,929,7313,3112,7801,4985,9546,2560,834,526
"3915","Lower Azusa Road, CA, USA","Lower Azusa Road","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
