Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name
Rich Hill Police Dept,MS,12,1396.0,5.0,0,0.0,0,5,40.0,8,31.0,1,358.2,0.0,0.0,0.0,358.2,2865.3,573.1,2220.6,71.6,rich hill
Richland Police Dept,MS,12,1900.0,4.0,0,1.0,0,3,48.0,11,36.0,1,210.5,0.0,52.6,0.0,157.9,2526.3,578.9,1894.7,52.6,richland
Richland County Sheriff Department,MS,12,,6.0,0,0.0,0,6,84.0,18,53.0,13,,,,,,,,,,richland county
Richmond Police Dept,MS,12,5744.0,10.0,2,2.0,0,6,295.0,57,227.0,11,174.1,34.8,34.8,0.0,104.5,5135.8,992.3,3951.9,191.5,richmond
Richmond Heights Police Dept,MS,12,8617.0,35.0,0,3.0,14,18,647.0,41,582.0,24,406.2,0.0,34.8,162.5,208.9,7508.4,475.8,6754.1,278.5,richmond heights
Ridgeland Police Dept,MS,12,24541.0,38.0,2,0.0,10,26,699.0,65,612.0,22,154.8,8.1,0.0,40.7,105.9,2848.3,264.9,2493.8,89.6,ridgeland
Ripley County Sheriff Department,MS,12,,27.0,0,0.0,0,27,263.0,59,192.0,12,,,,,,,,,,ripley county
Ripley City Police Dept,MS,12,5386.0,3.0,0,0.0,1,2,98.0,52,41.0,5,55.7,0.0,0.0,18.6,37.1,1819.5,965.5,761.2,92.8,ripley city
Riverside Police Dept,MS,12,2994.0,11.0,0,1.0,0,10,171.0,12,150.0,9,367.4,0.0,33.4,0.0,334.0,5711.4,400.8,5010.0,300.6,riverside
Riverview Police Dept,MS,12,2860.0,31.0,1,2.0,6,22,166.0,50,82.0,34,1083.9,35.0,69.9,209.8,769.2,5804.2,1748.3,2867.1,1188.8,riverview
Rock Hill Police Dept,MS,12,4642.0,7.0,0,0.0,2,5,47.0,19,26.0,2,150.8,0.0,0.0,43.1,107.7,1012.5,409.3,560.1,43.1,rock hill
Rock Port Police Dept,MS,12,1294.0,8.0,0,0.0,0,8,16.0,1,15.0,0,618.2,0.0,0.0,0.0,618.2,1236.5,77.3,1159.2,0.0,rock port
Rogersville Police Dept,MS,12,3101.0,4.0,1,0.0,0,3,96.0,13,79.0,4,129.0,32.2,0.0,0.0,96.7,3095.8,419.2,2547.6,129.0,rogersville
Rolla Police Dept,MS,12,19543.0,55.0,1,4.0,10,40,781.0,108,648.0,25,281.4,5.1,20.5,51.2,204.7,3996.3,552.6,3315.8,127.9,rolla
Ronan City Police Dept,MS,12,1896.0,20.0,0,2.0,1,17,100.0,11,83.0,6,1054.9,0.0,105.5,52.7,896.6,5274.3,580.2,4377.6,316.5,ronan city
Roosevelt County Sheriff Office,MS,12,,14.0,0,0.0,0,14,36.0,7,24.0,5,,,,,,,,,,roosevelt county
Rosebud Police Dept,MS,12,408.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rosebud
Rosebud County Sheriff Office,MS,12,,7.0,0,1.0,1,5,33.0,5,23.0,5,,,,,,,,,,rosebud county
Roxie Police Dept,MS,9,492.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,roxie
Ruleville Police Dept,MS,7,2996.0,3.0,0,0.0,1,2,13.0,5,8.0,0,,,,,,,,,,ruleville
Salem Police Dept,MS,12,4965.0,14.0,0,2.0,1,11,184.0,18,161.0,5,282.0,0.0,40.3,20.1,221.6,3705.9,362.5,3242.7,100.7,salem
Saline County Sheriff Department,MS,12,,4.0,0,0.0,0,4,92.0,36,45.0,11,,,,,,,,,,saline county
Salisbury City Police Dept,MS,12,1600.0,1.0,0,0.0,0,1,19.0,10,9.0,0,62.5,0.0,0.0,0.0,62.5,1187.5,625.0,562.5,0.0,salisbury city
Sanders County Sheriff Office,MS,12,,10.0,2,1.0,0,7,75.0,8,59.0,8,,,,,,,,,,sanders county
Sarcoxie Police Dept,MS,12,1344.0,5.0,0,1.0,0,4,55.0,9,43.0,3,372.0,0.0,74.4,0.0,297.6,4092.3,669.6,3199.4,223.2,sarcoxie
Savannah Police Dept,MS,12,5038.0,2.0,0,2.0,0,0,42.0,8,30.0,4,39.7,0.0,39.7,0.0,0.0,833.7,158.8,595.5,79.4,savannah
Schuyler County Sheriff Department,MS,12,,3.0,0,0.0,0,3,26.0,6,19.0,1,,,,,,,,,,schuyler county
Scotland County Sheriff Department,MS,12,,3.0,0,0.0,0,3,55.0,17,36.0,2,,,,,,,,,,scotland county
Scott County Sheriff Department,MS,12,,17.0,0,0.0,1,16,83.0,29,48.0,6,,,,,,,,,,scott county
Scott County Sheriff Office,MS,10,,53.0,1,3.0,4,45,224.0,94,113.0,17,,,,,,,,,,scott county
Scott City Police Dept,MS,12,4565.0,15.0,0,1.0,0,14,119.0,29,86.0,4,328.6,0.0,21.9,0.0,306.7,2606.8,635.3,1883.9,87.6,scott city
Sedalia Police Dept,MS,12,21416.0,101.0,0,5.0,15,81,1612.0,378,1173.0,61,471.6,0.0,23.3,70.0,378.2,7527.1,1765.0,5477.2,284.8,sedalia
Senath City Police Dept,MS,12,1772.0,27.0,0,14.0,0,13,23.0,10,11.0,2,1523.7,0.0,790.1,0.0,733.6,1298.0,564.3,620.8,112.9,senath city
Senatobia Police Dept,MS,6,8141.0,36.0,0,1.0,6,29,82.0,23,59.0,0,,,,,,,,,,senatobia
Seneca City Police Dept,MS,12,2352.0,1.0,0,0.0,0,1,82.0,20,56.0,6,42.5,0.0,0.0,0.0,42.5,3486.4,850.3,2381.0,255.1,seneca city
Seymour Police Dept,MS,12,1937.0,6.0,0,0.0,2,4,54.0,16,38.0,0,309.8,0.0,0.0,103.3,206.5,2787.8,826.0,1961.8,0.0,seymour
Shannon County Sheriff Office,MS,12,,10.0,0,2.0,0,8,59.0,11,42.0,6,,,,,,,,,,shannon county
Shelbina Police Dept,MS,12,1682.0,5.0,0,4.0,0,1,5.0,3,0.0,2,297.3,0.0,237.8,0.0,59.5,297.3,178.4,0.0,118.9,shelbina
Shelby County Sheriff Office,MS,12,,5.0,0,0.0,0,5,34.0,9,23.0,2,,,,,,,,,,shelby county
Sheridan County Sheriff Department,MS,12,,17.0,0,3.0,0,14,64.0,7,51.0,6,,,,,,,,,,sheridan county
Shrewsbury Police Dept,MS,12,6265.0,2.0,0,1.0,1,0,67.0,11,51.0,5,31.9,0.0,16.0,16.0,0.0,1069.4,175.6,814.0,79.8,shrewsbury
Sidney Police Dept,MS,12,5474.0,25.0,0,1.0,2,22,144.0,32,100.0,12,456.7,0.0,18.3,36.5,401.9,2630.6,584.6,1826.8,219.2,sidney
Sikeston Dept Of Public Safety,MS,12,16319.0,394.0,2,5.0,22,365,943.0,149,769.0,25,2414.4,12.3,30.6,134.8,2236.7,5778.5,913.0,4712.3,153.2,sikeston dept of public safety
Silex Police Dept,MS,12,189.0,0.0,0,0.0,0,0,3.0,2,1.0,0,0.0,0.0,0.0,0.0,0.0,1587.3,1058.2,529.1,0.0,silex
Butte-Silver Bow Sheriffs Dept,MS,12,,88.0,0,3.0,6,79,1274.0,197,973.0,104,,,,,,,,,,butte-silver bow sheriffs dept
Simpson County Sheriff Department,MS,12,,30.0,0,1.0,3,26,265.0,101,149.0,15,,,,,,,,,,simpson county
Slater Police Dept,MS,12,1851.0,1.0,0,0.0,0,1,31.0,9,22.0,0,54.0,0.0,0.0,0.0,54.0,1674.8,486.2,1188.5,0.0,slater
Smithville Police Dept,MS,12,8563.0,16.0,0,3.0,0,13,102.0,19,78.0,5,186.9,0.0,35.0,0.0,151.8,1191.2,221.9,910.9,58.4,smithville
Southaven Police Dept,MS,12,49938.0,146.0,0,24.0,22,100,1325.0,189,1078.0,58,292.4,0.0,48.1,44.1,200.2,2653.3,378.5,2158.7,116.1,southaven
Southwest City Police Dept,MS,12,967.0,4.0,0,0.0,0,4,9.0,2,7.0,0,413.7,0.0,0.0,0.0,413.7,930.7,206.8,723.9,0.0,southwest city
Springfield Police Dept,MS,12,160962.0,1596.0,16,141.0,353,1086,14504.0,2215,11238.0,1051,991.5,9.9,87.6,219.3,674.7,9010.8,1376.1,6981.8,652.9,springfield
St. Ann Police Dept,MS,12,13040.0,85.0,0,5.0,6,74,399.0,75,272.0,52,651.8,0.0,38.3,46.0,567.5,3059.8,575.2,2085.9,398.8,st. ann
St. Charles County Sheriff Department,MS,12,,142.0,0,6.0,12,124,1039.0,280,726.0,33,,,,,,,,,,st. charles county
St. Charles Police Dept,MS,12,66723.0,101.0,1,7.0,23,70,1949.0,222,1663.0,64,151.4,1.5,10.5,34.5,104.9,2921.0,332.7,2492.4,95.9,st. charles
St. Clair County Sheriff Department,MS,12,,9.0,0,0.0,1,8,179.0,65,112.0,2,,,,,,,,,,st. clair county
St. Clair Police Dept,MS,12,4754.0,38.0,1,3.0,4,30,328.0,46,270.0,12,799.3,21.0,63.1,84.1,631.0,6899.5,967.6,5679.4,252.4,st. clair
St. Francois County Police Department,MS,12,,76.0,0,6.0,2,68,552.0,189,301.0,62,,,,,,,,,,st. francois county
St. Ignatius Police Dept,MS,12,855.0,2.0,0,0.0,0,2,14.0,1,13.0,0,233.9,0.0,0.0,0.0,233.9,1637.4,117.0,1520.5,0.0,st. ignatius
St. James Police Dept,MS,12,4212.0,10.0,0,2.0,0,8,108.0,3,102.0,3,237.4,0.0,47.5,0.0,189.9,2564.1,71.2,2421.7,71.2,st. james
St. John Police Dept,MS,12,6528.0,21.0,0,1.0,4,16,252.0,75,161.0,16,321.7,0.0,15.3,61.3,245.1,3860.3,1148.9,2466.3,245.1,st. john
St. Joseph Police Dept,MS,12,77330.0,323.0,1,22.0,91,209,4708.0,993,3344.0,371,417.7,1.3,28.4,117.7,270.3,6088.2,1284.1,4324.3,479.8,st. joseph
St. Louis Police Dept,MS,12,318667.0,5661.0,113,199.0,1778,3571,21995.0,4986,13520.0,3489,1776.5,35.5,62.4,557.9,1120.6,6902.2,1564.6,4242.7,1094.9,st. louis
Saint Louis County Police Dept.,MS,12,,1003.0,8,50.0,250,695,8465.0,1829,5929.0,707,,,,,,,,,,saint louis county
St. Marys Police Dept,MS,12,361.0,0.0,0,0.0,0,0,3.0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,831.0,0.0,831.0,0.0,st. marys
St. Peters Police Dept,MS,12,53364.0,119.0,0,6.0,14,99,1389.0,114,1249.0,26,223.0,0.0,11.2,26.2,185.5,2602.9,213.6,2340.5,48.7,st. peters
St. Robert Police Dept,MS,12,4440.0,24.0,0,2.0,6,16,370.0,61,298.0,11,540.5,0.0,45.0,135.1,360.4,8333.3,1373.9,6711.7,247.7,st. robert
Starkville Police Dept,MS,9,23978.0,29.0,0,2.0,9,18,683.0,141,525.0,17,,,,,,,,,,starkville
St. Genevieve County Sheriff Office,MS,12,,49.0,0,3.0,0,46,109.0,26,77.0,6,,,,,,,,,,st. genevieve county
Ste Genevieve Police Dept,MS,12,4412.0,12.0,1,0.0,1,10,118.0,12,99.0,7,272.0,22.7,0.0,22.7,226.7,2674.5,272.0,2243.9,158.7,ste genevieve
Steele City Police Dept,MS,12,2162.0,43.0,0,0.0,1,42,78.0,22,51.0,5,1988.9,0.0,0.0,46.3,1942.6,3607.8,1017.6,2358.9,231.3,steele city
Steelville Police Dept,MS,12,1652.0,6.0,0,1.0,1,4,62.0,5,51.0,6,363.2,0.0,60.5,60.5,242.1,3753.0,302.7,3087.2,363.2,steelville
Stevensville Police Dept,MS,12,1833.0,8.0,0,1.0,0,7,21.0,4,14.0,3,436.4,0.0,54.6,0.0,381.9,1145.7,218.2,763.8,163.7,stevensville
Stewartsville Police Dept,MS,9,740.0,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,stewartsville
Stillwater County Sheriff Office,MS,12,,22.0,0,4.0,0,18,83.0,50,29.0,4,,,,,,,,,,stillwater county
Stoddard County Sheriff Department,MS,12,,21.0,1,2.0,1,17,255.0,95,133.0,27,,,,,,,,,,stoddard county
Stone County Sheriff Office,MS,12,,121.0,1,4.0,1,115,456.0,130,292.0,34,,,,,,,,,,stone county
Stover Police Dept,MS,12,1093.0,2.0,0,0.0,0,2,41.0,11,28.0,2,183.0,0.0,0.0,0.0,183.0,3751.1,1006.4,2561.8,183.0,stover
Strafford Police Dept,MS,12,2379.0,4.0,0,0.0,1,3,118.0,11,104.0,3,168.1,0.0,0.0,42.0,126.1,4960.1,462.4,4371.6,126.1,strafford
Strasburg Police Dept,MS,12,141.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strasburg
Sturgeon Police Dept,MS,12,890.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sturgeon
Sugar Creek Police Dept,MS,12,3362.0,10.0,0,3.0,0,7,205.0,54,133.0,18,297.4,0.0,89.2,0.0,208.2,6097.6,1606.2,3956.0,535.4,sugar creek
Sullivan County Sheriff Office,MS,12,,8.0,0,1.0,0,7,73.0,28,38.0,7,,,,,,,,,,sullivan county
Summersville Police Dept,MS,12,502.0,0.0,0,0.0,0,0,12.0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,2390.4,398.4,1992.0,0.0,summersville
Summit Town Police Dept,MS,12,1708.0,3.0,0,0.0,3,0,48.0,29,19.0,0,175.6,0.0,0.0,175.6,0.0,2810.3,1697.9,1112.4,0.0,summit town
Sunset Hills Police Dept,MS,12,8510.0,7.0,1,0.0,2,4,155.0,15,130.0,10,82.3,11.8,0.0,23.5,47.0,1821.4,176.3,1527.6,117.5,sunset hills
Sweet Grass County Sheriff Office,MS,12,,6.0,0,1.0,0,5,51.0,6,36.0,9,,,,,,,,,,sweet grass county
Sweet Springs Police Dept,MS,12,1482.0,0.0,0,0.0,0,0,15.0,2,12.0,1,0.0,0.0,0.0,0.0,0.0,1012.1,135.0,809.7,67.5,sweet springs
Taney County Sheriff Office,MS,12,,83.0,0,5.0,3,75,494.0,146,302.0,46,,,,,,,,,,taney county
Tarkio Police Dept,MS,12,1555.0,0.0,0,0.0,0,0,20.0,7,13.0,0,0.0,0.0,0.0,0.0,0.0,1286.2,450.2,836.0,0.0,tarkio
Tate County Sheriff Department,MS,2,,7.0,0,0.0,0,7,34.0,24,9.0,1,,,,,,,,,,tate county
Teton County Sheriff Office,MS,12,,5.0,1,1.0,0,3,49.0,6,40.0,3,,,,,,,,,,teton county
Texas County Sheriff Department,MS,12,,13.0,1,2.0,0,10,290.0,120,152.0,18,,,,,,,,,,texas county
Thayer Police Dept,MS,12,2274.0,0.0,0,0.0,0,0,19.0,2,16.0,1,0.0,0.0,0.0,0.0,0.0,835.5,88.0,703.6,44.0,thayer
Thompson Falls Police Dept,MS,12,1326.0,0.0,0,0.0,0,0,26.0,7,18.0,1,0.0,0.0,0.0,0.0,0.0,1960.8,527.9,1357.5,75.4,thompson falls
Tippah County Sheriff Department,MS,12,,9.0,0,0.0,0,9,6.0,1,5.0,0,,,,,,,,,,tippah county
Tipton Police Dept,MS,12,3282.0,0.0,0,0.0,0,0,27.0,5,20.0,2,0.0,0.0,0.0,0.0,0.0,822.7,152.3,609.4,60.9,tipton
Tishomingo County Sheriff Office,MS,12,,1.0,1,0.0,0,0,6.0,5,0.0,1,,,,,,,,,,tishomingo county
Toole County Sheriff Office,MS,12,,0.0,0,0.0,0,0,99.0,14,75.0,10,,,,,,,,,,toole county
Tracy Police Dept,MS,12,212.0,0.0,0,0.0,0,0,6.0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,2830.2,0.0,2830.2,0.0,tracy
Trenton Police Dept,MS,12,5993.0,10.0,0,1.0,0,9,174.0,43,121.0,10,166.9,0.0,16.7,0.0,150.2,2903.4,717.5,2019.0,166.9,trenton
Trimble Police Dept,MS,12,649.0,3.0,0,0.0,0,3,6.0,2,4.0,0,462.2,0.0,0.0,0.0,462.2,924.5,308.2,616.3,0.0,trimble
Troy City Police Dept,MS,12,10661.0,14.0,0,1.0,7,6,369.0,23,335.0,11,131.3,0.0,9.4,65.7,56.3,3461.2,215.7,3142.3,103.2,troy city
Troy Police Dept,MS,12,939.0,2.0,0,1.0,0,1,31.0,5,26.0,0,213.0,0.0,106.5,0.0,106.5,3301.4,532.5,2768.9,0.0,troy
Truesdale Police Dept,MS,12,733.0,0.0,0,0.0,0,0,12.0,3,9.0,0,0.0,0.0,0.0,0.0,0.0,1637.1,409.3,1227.8,0.0,truesdale
Tunica County Sheriff Office,MS,12,,36.0,4,10.0,13,9,504.0,77,379.0,48,,,,,,,,,,tunica county
Tylertown Police Dept,MS,11,1609.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,tylertown
Union Police Dept,MS,12,10277.0,36.0,0,0.0,4,32,542.0,60,473.0,9,350.3,0.0,0.0,38.9,311.4,5273.9,583.8,4602.5,87.6,union
Union County Sheriff Department,MS,12,,5.0,0,0.0,1,4,203.0,78,112.0,13,,,,,,,,,,union county
Unionville Police Dept,MS,12,1867.0,0.0,0,0.0,0,0,24.0,3,19.0,2,0.0,0.0,0.0,0.0,0.0,1285.5,160.7,1017.7,107.1,unionville
University City Police Dept,MS,12,35428.0,143.0,8,5.0,56,74,1499.0,295,1108.0,96,403.6,22.6,14.1,158.1,208.9,4231.1,832.7,3127.5,271.0,university city
Uplands Park,MS,12,446.0,6.0,0,0.0,0,6,18.0,8,8.0,2,1345.3,0.0,0.0,0.0,1345.3,4035.9,1793.7,1793.7,448.4,uplands park
Vaiden Police Dept,MS,12,722.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vaiden
Valley County Sheriff Department,MS,12,,6.0,0,1.0,0,5,23.0,5,13.0,5,,,,,,,,,,valley county
Van Buren Police Dept,MS,12,834.0,0.0,0,0.0,0,0,10.0,0,9.0,1,0.0,0.0,0.0,0.0,0.0,1199.0,0.0,1079.1,119.9,van buren
Vandalia Police Dept,MS,12,3910.0,3.0,0,1.0,0,2,62.0,13,47.0,2,76.7,0.0,25.6,0.0,51.2,1585.7,332.5,1202.0,51.2,vandalia
Velda Village Police Dept,MS,12,1422.0,15.0,0,0.0,0,15,40.0,21,17.0,2,1054.9,0.0,0.0,0.0,1054.9,2812.9,1476.8,1195.5,140.6,velda village
Velda Village Hills,MS,12,1056.0,13.0,0,0.0,2,11,30.0,19,9.0,2,1231.1,0.0,0.0,189.4,1041.7,2840.9,1799.2,852.3,189.4,velda village hills
Vernon County Sheriff Office,MS,12,,37.0,0,1.0,0,36,315.0,102,185.0,28,,,,,,,,,,vernon county
Versailles Police Dept,MS,10,2480.0,5.0,0,0.0,0,5,66.0,7,58.0,1,,,,,,,,,,versailles
Viburnum Police Dept,MS,12,696.0,2.0,0,0.0,0,2,11.0,7,4.0,0,287.4,0.0,0.0,0.0,287.4,1580.5,1005.7,574.7,0.0,viburnum
Vicksburg Police Dept,MS,12,23700.0,174.0,2,21.0,29,122,1381.0,293,1037.0,51,734.2,8.4,88.6,122.4,514.8,5827.0,1236.3,4375.5,215.2,vicksburg
Vienna Police Dept,MS,12,611.0,2.0,0,0.0,0,2,25.0,3,22.0,0,327.3,0.0,0.0,0.0,327.3,4091.7,491.0,3600.7,0.0,vienna
Walnut Grove Police Dept,MS,12,671.0,0.0,0,0.0,0,0,3.0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,447.1,0.0,447.1,0.0,walnut grove
Walthall County Sheriff Department,MS,1,,0.0,0,0.0,0,0,43.0,36,7.0,0,,,,,,,,,,walthall county
Wardell Police Dept,MS,12,424.0,0.0,0,0.0,0,0,5.0,4,1.0,0,0.0,0.0,0.0,0.0,0.0,1179.2,943.4,235.8,0.0,wardell
Warren County Sheriff Department,MS,12,,43.0,0,4.0,0,39,266.0,97,153.0,16,,,,,,,,,,warren county
Warren County Sheriff Department,MS,12,,15.0,0,5.0,2,8,277.0,75,173.0,29,,,,,,,,,,warren county
Warrensburg Police Dept,MS,12,19146.0,33.0,1,4.0,7,21,625.0,95,497.0,33,172.4,5.2,20.9,36.6,109.7,3264.4,496.2,2595.8,172.4,warrensburg
Warrenton Police Dept,MS,12,7906.0,33.0,0,1.0,2,30,456.0,48,396.0,12,417.4,0.0,12.6,25.3,379.5,5767.8,607.1,5008.9,151.8,warrenton
Warsaw Police Dept,MS,12,2137.0,18.0,0,0.0,1,17,150.0,24,122.0,4,842.3,0.0,0.0,46.8,795.5,7019.2,1123.1,5708.9,187.2,warsaw
Warson Woods Police Dept,MS,12,1965.0,2.0,0,0.0,1,1,10.0,2,8.0,0,101.8,0.0,0.0,50.9,50.9,508.9,101.8,407.1,0.0,warson woods
Washington County Sheriff Department,MS,12,,39.0,1,2.0,1,35,377.0,114,225.0,38,,,,,,,,,,washington county
Washington Police Dept,MS,12,14071.0,19.0,0,1.0,4,14,489.0,77,399.0,13,135.0,0.0,7.1,28.4,99.5,3475.2,547.2,2835.6,92.4,washington
Washington County Sheriff Department,MS,12,,19.0,2,2.0,4,11,463.0,126,274.0,63,,,,,,,,,,washington county
Waverly Police Dept,MS,12,846.0,0.0,0,0.0,0,0,14.0,2,11.0,1,0.0,0.0,0.0,0.0,0.0,1654.8,236.4,1300.2,118.2,waverly
Wayne County Sheriff Office,MS,12,,9.0,0,1.0,0,8,85.0,39,40.0,6,,,,,,,,,,wayne county
Waynesville Police Dept,MS,12,4938.0,18.0,0,0.0,2,16,102.0,34,67.0,1,364.5,0.0,0.0,40.5,324.0,2065.6,688.5,1356.8,20.3,waynesville
Weatherby Lake Police Dept,MS,12,1757.0,1.0,0,0.0,0,1,20.0,2,18.0,0,56.9,0.0,0.0,0.0,56.9,1138.3,113.8,1024.5,0.0,weatherby lake
Webb City Police Dept,MS,12,11116.0,11.0,0,5.0,2,4,587.0,64,492.0,31,99.0,0.0,45.0,18.0,36.0,5280.7,575.7,4426.1,278.9,webb city
Webster County Sheriff Department,MS,12,,14.0,3,0.0,0,11,304.0,156,111.0,37,,,,,,,,,,webster county
Webster Groves Police Dept,MS,12,23032.0,21.0,0,3.0,5,13,264.0,59,195.0,10,91.2,0.0,13.0,21.7,56.4,1146.2,256.2,846.6,43.4,webster groves
Wellingon Police Dept,MS,12,809.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wellingon
Wellston Police Dept,MS,12,2316.0,155.0,0,6.0,49,100,232.0,80,110.0,42,6692.6,0.0,259.1,2115.7,4317.8,10017.3,3454.2,4749.6,1813.5,wellston
Wellsville Police Dept,MS,12,1222.0,3.0,0,0.0,0,3,15.0,7,7.0,1,245.5,0.0,0.0,0.0,245.5,1227.5,572.8,572.8,81.8,wellsville
Wentzville Police Dept,MS,12,29506.0,57.0,0,11.0,9,37,602.0,51,523.0,28,193.2,0.0,37.3,30.5,125.4,2040.3,172.8,1772.5,94.9,wentzville
West Plains Police Dept,MS,12,12086.0,58.0,0,3.0,2,53,841.0,134,676.0,31,479.9,0.0,24.8,16.5,438.5,6958.5,1108.7,5593.2,256.5,west plains
West Point Police Dept,MS,12,11245.0,63.0,3,8.0,8,44,375.0,119,253.0,3,560.2,26.7,71.1,71.1,391.3,3334.8,1058.2,2249.9,26.7,west point
West Yellowstone Police Dept,MS,12,1307.0,2.0,0,0.0,0,2,7.0,0,7.0,0,153.0,0.0,0.0,0.0,153.0,535.6,0.0,535.6,0.0,west yellowstone
Weston Police Dept,MS,12,1673.0,5.0,0,0.0,0,5,27.0,7,20.0,0,298.9,0.0,0.0,0.0,298.9,1613.9,418.4,1195.5,0.0,weston
Wheatland County Sheriff Department,MS,12,,4.0,0,0.0,0,4,4.0,1,2.0,1,,,,,,,,,,wheatland county
Wheaton Police Dept,MS,12,690.0,0.0,0,0.0,0,0,8.0,4,4.0,0,0.0,0.0,0.0,0.0,0.0,1159.4,579.7,579.7,0.0,wheaton
Whitefish City Police Dept,MS,12,6428.0,17.0,0,4.0,1,12,175.0,14,152.0,9,264.5,0.0,62.2,15.6,186.7,2722.5,217.8,2364.7,140.0,whitefish city
Wibaux County Sheriff Office,MS,12,,0.0,0,0.0,0,0,3.0,2,1.0,0,,,,,,,,,,wibaux county
Wiggins City Police Dept,MS,12,4407.0,14.0,0,3.0,0,11,120.0,45,74.0,1,317.7,0.0,68.1,0.0,249.6,2722.9,1021.1,1679.1,22.7,wiggins city
Willard Police Dept,MS,12,5337.0,3.0,0,1.0,0,2,96.0,11,83.0,2,56.2,0.0,18.7,0.0,37.5,1798.8,206.1,1555.2,37.5,willard
Willow Springs Police Dept,MS,12,2203.0,20.0,0,1.0,1,18,105.0,35,69.0,1,907.9,0.0,45.4,45.4,817.1,4766.2,1588.7,3132.1,45.4,willow springs
Winfield Police Dept,MS,12,1419.0,2.0,0,0.0,0,2,7.0,1,6.0,0,140.9,0.0,0.0,0.0,140.9,493.3,70.5,422.8,0.0,winfield
Winona Police Dept,MS,12,1337.0,13.0,0,0.0,0,13,52.0,11,38.0,3,972.3,0.0,0.0,0.0,972.3,3889.3,822.7,2842.2,224.4,winona
Winona Police Dept,MS,12,5030.0,10.0,0,0.0,0,10,34.0,8,24.0,2,198.8,0.0,0.0,0.0,198.8,675.9,159.0,477.1,39.8,winona
Winston County Sheriff Department,MS,12,,8.0,1,2.0,0,5,26.0,8,17.0,1,,,,,,,,,,winston county
Wolf Point Police Dept,MS,12,2664.0,23.0,0,5.0,1,17,199.0,40,155.0,4,863.4,0.0,187.7,37.5,638.1,7470.0,1501.5,5818.3,150.2,wolf point
Wood Heights Police Dept,MS,12,709.0,2.0,0,0.0,0,2,10.0,7,2.0,1,282.1,0.0,0.0,0.0,282.1,1410.4,987.3,282.1,141.0,wood heights
Woodson Terrace Police Dept,MS,12,4069.0,16.0,0,3.0,4,9,145.0,37,70.0,38,393.2,0.0,73.7,98.3,221.2,3563.5,909.3,1720.3,933.9,woodson terrace
Worth County Sheriff Office,MS,12,,2.0,0,1.0,0,1,40.0,15,22.0,3,,,,,,,,,,worth county
Wright County Sheriff Department,MS,12,,5.0,0,0.0,0,5,135.0,56,70.0,9,,,,,,,,,,wright county
Wright City Police Dept,MS,12,3125.0,18.0,0,0.0,2,16,79.0,22,56.0,1,576.0,0.0,0.0,64.0,512.0,2528.0,704.0,1792.0,32.0,wright city
Yazoo City Police Dept,MS,12,11347.0,78.0,1,7.0,16,54,514.0,252,239.0,23,687.4,8.8,61.7,141.0,475.9,4529.8,2220.9,2106.3,202.7,yazoo city
Yellowstone County Sheriff Office,MS,12,,53.0,1,1.0,1,50,634.0,164,412.0,58,,,,,,,,,,yellowstone county
Aberdeen Police Dept,NC,12,6492.0,24.0,0,3.0,6,15,356.0,57,280.0,19,369.7,0.0,46.2,92.4,231.1,5483.7,878.0,4313.0,292.7,aberdeen
Adams County Sheriff Department,NC,12,,0.0,0,0.0,0,0,9.0,6,3.0,0,,,,,,,,,,adams county
Ahoskie Police Dept,NC,12,5039.0,44.0,2,1.0,7,34,259.0,64,186.0,9,873.2,39.7,19.8,138.9,674.7,5139.9,1270.1,3691.2,178.6,ahoskie
Alamance County Sheriff Department,NC,12,,116.0,1,7.0,8,100,1033.0,429,526.0,78,,,,,,,,,,alamance county
Albemarle Police Dept,NC,12,16071.0,86.0,0,8.0,19,59,946.0,297,615.0,34,535.1,0.0,49.8,118.2,367.1,5886.4,1848.0,3826.8,211.6,albemarle
Alexander County Sheriff Department,NC,12,,36.0,1,6.0,6,23,803.0,335,425.0,43,,,,,,,,,,alexander county
